"filename";"caption";"date1";"date2";"date";"date3";"agent";"role";"agent2";"role2";"copyright";"source";"empty_column";"notes";"mon_id";"class_code";"classification";"agent3";"date_scan";"license";"url";"rights_text";"heidata";"heidoc"
"LAL1240_H_1973";"Kṛṣṇa Cyāsĩdegaḥ, view from S";"";"";"1974";"";"1173886";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"Source: Pruscha 1975, vol. 2, p. 162 (P-124)";"LAL1240";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1240_H_1862_Clarence_C";"Kṛṣṇa Cyāsĩdegaḥ, partly seen on the left, view from S, photograph";"";"";"1862";"";"1243395";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1240";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1240_D_2020_site_plan";"Kṛṣṇa Cyāsĩdegaḥ, site plan";"";"";"1996";"";"1302326";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1240";"4068827-6";"Architekturzeichnung";"1248182";" 2020   ";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0220-001_P_20220414_02";"Suntvāḥ Gaṇeśa Mandira, Gaṇeśa, view from S";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0220";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0220_I_001_20220414_01";"Suntvāḥ Gaṇeśa Mandira, inscription from VS 2048";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0220";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0220-001_P_20220414_01";"Suntvāḥ Gaṇeśa Mandira, Gaṇeśa, view from S";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0220";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0220_P_20220414_01";"Suntvāḥ Gaṇeśa Mandira, view from SE";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0220";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0220_D_2022_location_map";"Suntvāḥ Gaṇeśa Mandira, location map";"";"";"2022-03";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0220";"4029783-4";"Karte";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0220_D_2022_site_plan";"Suntvāḥ Gaṇeśa Mandira, site plan";"";"";"2022-03";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0220";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0220_D_2022_floor_plan";"Suntvāḥ Gaṇeśa Mandira, floor plan";"";"";"2022-03";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0220";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0220_D_2022_section";"Suntvāḥ Gaṇeśa Mandira, section drawing";"";"";"2022-03";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0220";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL2160_D__2020_site_plan";"Pānda Bāhāḥ, site plan";"";"";"2020-09";"";"1173868";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL2160";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL2160_D__2020_location_map";"Pānda Bāhāḥ, location map";"";"";"1990";"";"1248173";"draftsman";"1156661";"draftsman";"Nepal Heritage Documentation Project";"";"";"";"LAL2160";"4029783-4";"Karte";"1173868";"2020-09";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL2160_D__2020_floor_plan";"Pānda Bāhāḥ, floor plan";"";"";"2020-09";"";"1173868";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL2160";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4113_D_2022_location_map";"Dhvākhā Sataḥ 1, location map";"";"";"1990";"";"1248173";"draftsman";"1156661";"draftsman";"Nepal Heritage Documentation Project";"";"";"";"LAL4113";"4029783-4";"Karte";"1173868";"2022-04-24";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4113_D_2022_site_plan";"Dhvākhā Sataḥ 1, site plan";"";"";"2022-04-26";"";"1156661";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4113";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4113_D_2022_floor_plan";"Dhvākhā Sataḥ 1, floor plan";"";"";"2022-04-24";"";"1156661";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4113";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL0067_D_2022_location_map";"Vajradhātu Caitya, location map";"";"";"1990";"";"1248173";"draftsman";"1156661";"draftsman";"Nepal Heritage Documentation Project";"";"";"";"LAL0067";"4029783-4";"Karte";"1173868";"2022-04-23";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL0067_D_2022_elevation";"Vajradhātu Caitya, elevation";"";"";"2022-04-23";"";"1156661";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL0067";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL0067_D_2022_site_plan";"Vajradhātu Caitya, site plan";"";"";"2022-04-23";"";"1156661";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL0067";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL0067_D_2022_top_view";"Vajradhātu Caitya, top view";"";"";"2022-04-23";"";"1156661";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL0067";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR0006_H_ca.19740000_01";"Umāmaheśvara Mandira, view from SE";"";"";"1973";"1974";"1173886";"photographer";"";"";"courtesy of Carl Pruscha";"Carl Pruscha, Kathmandu Valley, 1975, vol II, p 263 (Ki-6)";"";"";"KIR0006";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0006_H_NA_Schroeder";"Umāmaheśvara Mandira, view from E";"";"";"";"";"1595955";"photographer";"";"";"";"Nepalese Stone Sculptures, 2019, vol I, p 213";"";"";"KIR0006";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0006_H_20140820_Sunil_Dangol";"Umāmaheśvara Mandira, view from E";"";"";"2014-08-20";"";"1595956";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 259";"";"";"KIR0006";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0006_H_20140820_Sunil_Dangol_01";"Umāmaheśvara Mandira, view from E";"";"";"2014-08-20";"";"1595956";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 265";"";"";"KIR0006";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20100531_Schroeder_05";"Gaṇeśa Mandira, Mātṛkā Māheśvarī, view from N";"";"";"2010-05-31";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 65";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20100531_Schroeder_03";"Gaṇeśa Mandira, Mātṛkā Brahmāṇī, view from N";"";"";"2010-05-31";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 65";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20100531_Schroeder_04";"Gaṇeśa Mandira, Kaumārī, view from N";"";"";"2010-05-31";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 65";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20100531_Schroeder_06";"Gaṇeśa Mandira, Mātṛkā Vārāhī, view from N";"";"";"2010-05-31";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 65";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20140829_Victoria_Peralta";"Gaṇeśa Mandira, statue of standing Śiva, view from E";"";"";"2014-08-29";"";"1603570";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 179";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20100531_Sunil_Dangol_01";"Gaṇeśa Mandira, statue of Umāmaheśvara inside the sanctum, view from W";"";"";"2010-05-31";"";"1595956";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 179";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20100601_Schroeder";"Gaṇeśa Mandira, view from E";"";"";"2010-06-01";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 299";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20100531_Schroeder_01";"Gaṇeśa Mandira, group of Mātṛkās, view from N";"";"";"2010-05-31";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 64";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20100531_Schroeder_02";"Gaṇeśa Mandira, Mātṛkā Vaiṣṇavī, view from N";"";"";"2010-05-31";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 65";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20140829_Victoria_Peralta_01";"Gaṇeśa Mandira, statue of standing Śiva, view from W";"";"";"2014-08-29";"";"1603570";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 179";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20140829_Victoria_Peralta_02";"Gaṇeśa Mandira, statue of standing Śiva, view from E";"";"";"2014-08-29";"";"1603570";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 190";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20140829_Victoria_Peralta_03";"Gaṇeśa Mandira, statue of standing Śiva, view from S";"";"";"2014-08-29";"";"1603570";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 194";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR0055_H_20100531_Sunil_Dangol_02";"Gaṇeśa Mandira, view from W";"";"";"2010-05-31";"";"1595956";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 170";"";"";"KIR0055";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1860_I_20200811_04";"Lũ Hiti, inscription from NS 821, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_I_20200811_03";"Lũ Hiti, inscription from NS 821, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_I_20200811_06";"Lũ Hiti, inscription from NS 965, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_I_20200811_07";"Lũ Hiti, inscription from NS 1128, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_05";"Lũ Hiti, third spout, view from W";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"The stone water-conduit is cladded with copper and is gilded The hitipusā (lid of the conduit) has lotus motifs Below the spout has a statue of Bhagīratha";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_01";"Lũ Hiti, first spout, view from W";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"The stone water-conduit is cladded with copper and is gilded too The hitiphusā (lid of the conduit) has lotus motifs In around 2007";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_02";"Lũ Hiti, statue of Umāmaheśvara on the top of the spout (LAL1860-001), view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"Śiva is shown here with four hands One of his right hands holds a rosary whilst the other displays the varada gesture He holds a trident with one of his left hands Their vehicles (vāhana)";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_03.";"Lũ Hiti, middle spout, view from W";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"The hitipusā (lid of the conduit) has lotus motifs Two Bhagīratha";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_04";"Lũ Hiti, statue of Viṣṇu on the top of the middle spout (LAL1860-003), view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"Viṣṇu is holding a wheel and lotus with his two right hands and a club and conch with his two left hands He is surmounted by seven serpent kings (nāga)";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_06";"Lũ Hiti, statue of Brahmā on the top of the third spout (LAL1860-005 ), view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"This idol differs from the common idols of Brahmā  He is commonly found with four faces";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_07";"Lũ Hiti, Śivaliṅga, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_08";"Lũ Hiti, statue of Viṣṇu, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"Standing Viṣṇu is holding a wheel and lotus on his two right hands and a club and conch on his two left hands The lotus and conch are not clearly visible He is surrounded by seven serpent kings (nāga) Garuḍa is praying to him  ";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_09";"Lũ Hiti, Byā̃cā Hiti, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"""It is called Byā̃cā Hiti because a frog is placed on its top Water falls down from the mouth of a cow which is joined to the mouth of a crocodile The hitiphusā of the conduit holds a śivaliṅga and an image of a frog The eight auspicious symbols are drawn on the wall and a statue of Bhagīratha is fixed below the conduit In NS 821 the grandsons of King Siddhinarasiṃha Malla";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_10";"Lũ Hiti, statue of Viṣṇu, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"Siting Viṣṇu is holding a conch and wheel on his two right hands and a club and lotus on his two left hands";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_11";"Lũ Hiti, statue of Varuṇa, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"Varuṇa is sitting on a crocodile Generally he holds a conch on his right hand however it is not clear what is holding in this statue He is holding a serpent on his left hand and the seven serpents are capping him  ";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_12";"Lũ Hiti, statue of Viṣṇu, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"Siting Viṣṇu is holding a lotus and conch on his two right hands and a wheel and club on his two left hands";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_13";"Lũ Hiti, statue of Viṣṇu, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"Viṣṇu is standing on a Garuḍa He is holding a conch and wheel on his two right hands and a club and lotus on his two left hands  ";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_I_20200811_05";"Lũ Hiti, inscription from MS 34, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_I_20200811_10";"Lũ Hiti, inscription from VS 2069, pt 3, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_I_20200811_09";"Lũ Hiti, inscription from VS 2069, pt 2, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_I_20200811_08";"Lũ Hiti, inscription from VS 2069, pt 1, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_21";"Lũ Hiti, view from N";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_22";"Lũ Hiti, view from W";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200819_01";"Lũ Hiti, view from E";"";"";"2020-08-19";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200819_04.";"Lũ Hiti, Byā̃cā Hiti, view from N";"";"";"2020-08-19";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_P_20200811_14";"Lũ Hiti, details on the Byā̃cā Hiti, view from E";"";"";"2020-08-11";"";"1248177";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1860_H_20110000_02";"Lũ Hiti (Sundhārā), historical photo, view from SW";"";"";"2006-10-09";"";"1248206";"photographer";"";"";"courtesy of Niels Gutschow";"Niels Gutschow, Architecture of the Newars, 2011, vol 2, p 674";"";"";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1860_H_ca._19740000_01";"Lũ Hiti (Sundhārā), historical photo";"";"";"1973";"1974";"1173886";"photographer";"";"";"courtesy of Carl Pruscha";"Carl Pruscha, Kathmandu Valley, 1975, vol II,p 181 (P-186)";"";"";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1860_H_19840317_Jürgen_Schick";"Lũ Hiti, Śivaliṅga, view from N";"";"";"1984-03-17";"";"Jürgen Schick";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 168";"";"";"LAL1860";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1530-005_P_20200705_01";"Sika Bahī Cāmuṇḍā Mandira, lion statue, view from S";"";"";"2020-07-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1530";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1530-020_P_20200705_01";"Sika Bahī Cāmuṇḍā Mandira, statue of monkeys in the wall niche, view from W";"";"";"2020-07-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1530";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1530-008_P_20200705_01";"Sika Bahī Cāmuṇḍā Mandira, statue of Hanumān on the wall niche, view from W";"";"";"2020-07-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1530";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1530-009_P_20200705_01";"Sika Bahī Cāmuṇḍā Mandira, Śveta Gaṇeśa with toraṇa, view from W";"";"";"2020-07-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1530";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1530-010_P_20200705_01";"Sika Bahī Cāmuṇḍā Mandira, statue of Viṣṇu in the wall niche, view from W";"";"";"2020-07-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1530";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1530-012_P_20200705_01";"Sika Bahī Cāmuṇḍā Mandira, statue of Nṛṭyeśvara in the wall niche, view from W";"";"";"2020-07-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1530";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1530-013_P_20200705_01";"Sika Bahī Cāmuṇḍā Mandira, statue of Lakṣmī in the wall niche, view from W";"";"";"2020-07-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1530";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1530-021_P_20200705_01";"Sika Bahī Cāmuṇḍā Mandira, statue of Gaṇeśa in the wall niche, view from W";"";"";"2020-07-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1530";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1530-014_P_20200705_01";"Sika Bahī Cāmuṇḍā Mandira, statue of Bhagavatī in the wall niche, view from W";"";"";"2020-07-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1530";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
